227,LONGBOW/AMELIA GREER,"('Amelia Greer (Earth-616)', 71)"
228,LONGSHOT,"('Ivory Honeyshot (Earth-616)', 68)"
229,LONKARR,"('Lonkarr (Earth-616)', 90)"
230,LOOP,"('Loop (Lash) (Earth-616)', 90)"
231,"LOOPNER, LEXINGTON","('Alexander Lexington (Earth-616)', 86)"
232,LOOTER/NORTON G. FES,"('Ghost Rider (Undead G-Man) (Earth-616)', 86)"
233,"LOPEZ, ANGELA","('Maya Lopez (Earth-616)', 86)"
234,"LOPEZ, ANTONIO","('Maya Lopez (Earth-616)', 86)"
235,"LOPEZ, DONNA","('Maya Lopez (Earth-616)', 86)"
236,"LOPEZ, JOSE","('Maya Lopez (Earth-616)', 86)"
237,"LOPEZ, MARIA","('Maria Hill (Earth-616)', 86)"
238,"LOPEZ, MARIA II","('Maria Callasantos (Earth-616)', 86)"
239,"LOPEZ, SALMA","('Maya Lopez (Earth-616)', 86)"
240,"LOR, KONA","('Kona Lor (Earth-616)', 86)"
241,LORD BALDAR,"('Lord Chaos (Earth-616)', 86)"
242,LORD CHAOS,"('Lord Chaos (Earth-616)', 90)"
243,LORD GASPAR,"('Lord Chaos (Earth-616)', 86)"
244,LORD KARNAJ,"('Lord Karnaj (Earth-616)', 90)"
245,LORD LEADER,"('Lord Chaos (Earth-616)', 86)"
246,LORD OF LIGHT/BOWEN,"('Sir Percy of Scandia (Earth-616)', 86)"
247,LORD TEMPLAR/,"('Lord Templar (Tremont) (Earth-616)', 90)"
248,LORD YARU,"('Lord Chaos (Earth-616)', 86)"
249,LORELEI,"('Lorelei (Asgardian) (Earth-616)', 90)"
250,LORELEI II/MELODI [A,"('Lorelei (Asgardian) (Earth-616)', 86)"
251,LORVEX,"('Lorvex (Earth-616)', 90)"
252,LOVE,"('Mistress Love (Earth-616)', 90)"
253,"LOVECCHIO, ARGUS","('Argus LaVecchio (Earth-616)', 86)"
254,"LOVEJOY, FRANKLIN","('Franklin Nelson (Earth-616)', 86)"
255,"LOWELL, DR.","('Dr. Yao (Earth-616)', 86)"
256,"LU, MR.","('Chen Lu (Earth-616)', 86)"
257,"LUBENSKI, NATE","('Natchez Nate (Earth-616)', 86)"
258,"LUBOWSKI, LUGWRENCH","('Polowski (Earth-616)', 53)"
259,LUCAS,"('James Lucas (Earth-616)', 90)"
260,"LUCAS, JAMES","('Wolverine (James \\""Logan\\"" Howlett)', 86)"
261,"LUCAS, JAMES JR.","('Wolverine (James \\""Logan\\"" Howlett)', 86)"
262,LUCIFER,"('Lucifer (Lightbearer) (Earth-616)', 90)"
263,LUCIFER II,"('Lucifer (Lightbearer) (Earth-616)', 86)"
264,"LUCIFER, REV.","('Lucifer (Lightbearer) (Earth-616)', 86)"
265,LUDI,"('Ludi (Earth-616)', 90)"
266,"LUDLUM, ROSS","('Elizabeth Ross (Earth-616)', 86)"
267,LULLABY/FELICITY HOP,"('Felicity Sharpe (Earth-616)', 54)"
268,LUMINOR,"('Luminor (Earth-616)', 90)"
269,"LUMLEY, JUDY","('Judy Parks (Earth-616)', 86)"
270,LUMP,"('William Lumpkin (Earth-616)', 90)"
271,"LUMPKIN, WILHEMINA B","('Humanoid Experimental Robot B-Type Integrated Electronics (Earth-616)', 86)"
272,"LUMPKIN, WILLIAM WIL","('Steven Rogers (William Burnside) (Earth-616)', 86)"
273,"LUMPKIN, WILLIE | TI","('Willie (Teen Brigade) (Earth-616)', 86)"
274,LUNA/LUNA MAXIMOFF [,"('Luna Maximoff (Earth-616)', 95)"
275,LUNATIK/ARISEN TYRK,"('Lunatik (Tyrk Fragment) (Earth-616)', 86)"
276,LUPE,"('Anton Lupeski (Earth-616)', 90)"
277,LUPO,"('Lupo (Earth-616)', 90)"
278,LURKING UNKNOWN,"('Lurking Unknown (Earth-616)', 90)"
279,LYJA LAZERFIST [SKRU,"('James Howlett (Skrull) (Earth-616)', 54)"
280,LYLLA,"('Lylla (Earth-616)', 90)"
281,"LYNN, NORMA","('Lynn Michaels (Earth-616)', 86)"
282,"LYNNE, MONICA","('Monica Rambeau (Earth-616)', 86)"
283,"LYTH'KA, COMMANDER","('Commander Kraken (Earth-616)', 86)"
284,M,"('Mime', 90)"
285,M'DAKA,"(""M'Daka (Earth-616)"", 90)"
286,M'KAMBA,"('M-11 (Earth-616)', 86)"
287,M'KUMBA,"('M-11 (Earth-616)', 86)"
288,M'REEL,"(""M'Reel (Earth-616)"", 90)"
289,M'SHULLA,"('M-11 (Earth-616)', 86)"
290,M-80/SAYURI KYOTO,"('George Tarleton (M.O.D.O.K. Superior) (Earth-616)', 86)"
291,M-PLATE,"('M-Plate (Earth-616)', 90)"
292,MAA-GOR,"('Maa-Gor (Earth-616)', 90)"
293,MACE,"('Jeffrey Mace (Earth-616)', 90)"
294,"MACENDALE, JASON JR.","('Jason Macendale Jr. (Earth-616)', 86)"
295,"MACENDALE, KAREN","('Jason Macendale Jr. (Earth-616)', 86)"
296,MACHETE/FERDINAND LO,"('Machete (unnamed female) (Earth-616)', 86)"
297,MACHINE MAN/X-51,"('Spider-Man (Peter Parker)', 86)"
298,"MACINTOSH, ANN","('Ann Darnell (Earth-616)', 86)"
299,"MACKAY, AILSA","('Mary Brown (Karisma) (Earth-616)', 57)"
300,"MACKAY, MURDO","('Otto Murdo (Earth-616)', 86)"
301,"MACKENZIE, AL","('Blind Al (Althea) (Earth-616)', 86)"
302,"MACKENZIE, DR. NEIL","('Alphonso Mackenzie (Earth-616)', 86)"
303,"MACLAIN, DR. MYRON","('Myron MacLain (Earth-616)', 86)"
304,"MACON, ANGELO","('Angelo Espinosa (Earth-616)', 86)"
305,"MACRAE, TRUTH","('Fred MacRae (Earth-616)', 86)"
306,"MACTAGGART, JOE","('Joe (Cameraman) (Earth-616)', 86)"
307,"MACTAGGART, MOIRA | ","('Kevin MacTaggert (Earth-616)', 64)"
308,"MACTAGGERT, MOIRA KI","('Kevin MacTaggert (Earth-616)', 66)"
309,MAD DOG/COLONEL BUZZ,"('Colonel Hendershoot (Earth-616)', 86)"
310,MAD VIKING/KNUT CAIN,"('Mad Viking (Josefsen) (Earth-616)', 86)"
311,MADAME HYDRA VI,"('Bob (Hydra Agent) (Earth-616)', 86)"
312,MADAME MASQUE II/,"('Masque (Morlock) (Earth-616)', 86)"
313,MADAME MASQUE III,"('Warren Worthington III (Earth-616)', 86)"
314,MADAME MASQUE IV,"('Masque (Morlock) (Earth-616)', 86)"
315,MADAME MASQUE V,"('Masque (Morlock) (Earth-616)', 86)"
316,MADAME MASQUE VI,"('Masque (Morlock) (Earth-616)', 86)"
317,MADAME MASQUE/GIULIE,"('Giuletta Nefaria (Masque) (Earth-616)', 86)"
318,MADAME MENACE/SUNSET,"('Madame Hydra (Heroes Reborn) (Earth-616)', 86)"
319,MADAME QWA,"('Madam Qwa (Earth-616)', 86)"
320,MADAME ROSE,"('Rose Palermo (Earth-616)', 86)"
321,MADAME SLAY,"('Madame Death (Earth-616)', 86)"
322,MADAME WEB/CASSANDRA,"('Cassandra Nova Xavier (Earth-616)', 86)"
323,MADCAP,"('Madcap (Earth-616)', 90)"
324,"MADDEN, CHET","('Chet Huntley (Earth-616)', 86)"
325,"MADDICKS, ARTHUR ART","('Arthur Parks (Heroes Reborn) (Earth-616)', 86)"
326,"MADDICKS, NADINE","('Arthur Maddicks (Earth-616)', 86)"
327,"MADDICKS, PROFESSOR ","('Professor Cartwright (Earth-616)', 86)"
328,"MADISON, TAYLOR","('Madison Jeffries (Earth-616)', 86)"
329,MADMAN/PHIL STERNS,"('Phil (Stamford resident) (Earth-616)', 86)"
330,"MADSDEN, TREVOR","('Trevor Hawkins (Earth-616)', 86)"
331,MAELEN,"('Marlene Alraune (Earth-616)', 75)"
332,MAELSTROM/MALCOLM ST,"('Claudette and Nicole St. Croix (Earth-616)', 86)"
333,MAESTRO,"('Maelstrom (Earth-616)', 77)"
334,MAGDALENE/MARISSA DA,"('Roberto da Costa (Reignfire) (Earth-616)', 86)"
335,MAGGOTT/JAPHETH,"('Maggott (Japheth) (Earth-616)', 86)"
336,MAGIC,"('Voyager (Body Magician) (Earth-616)', 90)"
337,MAGIK/ILLYANA RASPUT,"('Illyana Rasputina (Earth-616)', 65)"
338,MAGMA II/JONATHAN DA,"('Roberto da Costa (Reignfire) (Earth-616)', 86)"
339,MAGMA/AMARA AQUILLA/,"('Amara Aquilla (Earth-616)', 77)"
340,MAGNESIUM,"('Magnesium (Element) (Earth-616)', 90)"
341,MAGNETO | MUTANT X-V,"('Headhunter (Mutant) (Earth-616)', 86)"
342,MAGNETO/MAGNUS/ERIC ,"('Eric Slaughter (Crime Boss) (Earth-616)', 86)"
343,MAGNIR,"('Magnir (Earth-616)', 90)"
344,MAGNOR,"('Shuma-Gorath (Multiverse)', 75)"
345,"MAGNUM, MOSES","('Moses Magnum (Earth-616)', 86)"
346,MAGNUS,"('Magnus (Sorcerer) (Earth-616)', 90)"
347,MAGOG,"('Mangog (Earth-616)', 72)"
348,MAGOG II,"('Shingen Harada II (Earth-616)', 86)"
349,"MAGRUDER, ALLIE","('Allie Magruder (Earth-616)', 86)"
350,MAGUIRE,"('Andrew Maguire (Earth-616)', 90)"
351,MAGUS,"('Magus (Technarch) (Earth-616)', 90)"
352,MAGUS II,"('Shingen Harada II (Earth-616)', 86)"
353,MAHA YOGI,"('Maha Yogi (Earth-616)', 90)"
354,MAHKIZMO,"('Nasim Rahimov (Earth-616)', 68)"
355,"MAHONEY, GINNY","('Pat Mahoney (Earth-616)', 86)"
356,MAINFRAME II,"('Shingen Harada II (Earth-616)', 86)"
357,MAINFRAME/IAN WAJLER,"('Mainframe (android) (Earth-616)', 86)"
358,MAINSPRING,"('Dan Springer (Earth-616)', 72)"
359,"MAJCOMB, RENEE","('Renee Deladier (Earth-616)', 86)"
360,MAJESTON ZELIA,"('Majeston Zelia (Earth-616)', 90)"
361,MAJOR DOMO,"('Major Thorn (Earth-616)', 86)"
362,MAJOR LOVE,"('Major Love (Earth-616)', 90)"
363,MAJOR MAPLELEAF/LOUI,"('Thunder (Major Mapleleaf) (Earth-616)', 86)"
364,MAJOR VICTORY/MAJ. V,"('Thunder (Major Mapleleaf) (Earth-616)', 86)"
365,"MAJOWSKI, SAM MOTHER","('Sam (Stark Enteprises) (Earth-616)', 86)"
366,MAKKARI/MIKE KHARY/I,"('Bill (A.I.M. Agent) (Earth-616)', 86)"
367,MAKO,"('Mako (Young Masters) (Earth-616)', 90)"
368,MALACHI,"('Malachi (Space Phantom) (Earth-616)', 90)"
369,MALAN Sometimes spel,"('Mime', 68)"
370,MALEKITH/MALCOLM KEI,"('Malcolm Little (Skrull) (Earth-616)', 86)"
371,MALEVOLENCE,"('Malevolence (Earth-616)', 90)"
372,MALICE,"('Malice (Marauders) (Earth-616)', 90)"
373,MALICE II,"('Malice (Marauders) (Earth-616)', 86)"
374,MALICE III,"('Warren Worthington III (Earth-616)', 86)"
375,MALICE IV,"('Malice (Marauders) (Earth-616)', 86)"
376,MALICE V/NAKIA,"('Malice (Marauders) (Earth-616)', 86)"
377,"MALONE, JULIUS","('Julius Mullarkey (Earth-616)', 86)"
378,MALOVICK/,"('Malovick (Earth-616)', 90)"
379,"MALPHER, KATHY","('Kathy Malper (Earth-616)', 86)"
380,MALPRACTICE,"('Galactic Destroyer (Earth-616)', 66)"
381,MALTESE,"('Jennifer Walters (Earth-616)', 64)"
382,MALTZ,"('Reginald Mantz (Earth-616)', 72)"
383,"MALUS, DR. KARL","('Karlin Malus (Earth-616)', 86)"
384,MAM'SELLE HEPZIBAH,"('Hepzibah (War Skrull) (Earth-616)', 86)"
385,MAN-APE/M'BAKU,"('Spider-Man (Peter Parker)', 86)"
386,MAN-BEAST,"('Man-Beast (Earth-616)', 90)"
387,MAN-BULL/BULL TAURUS,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)"
388,MAN-KILLER/KATRINA L,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)"
389,MAN-MOUNTAIN MARKO,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)"
390,MAN-OF-WAR,"('Spider-Man (Peter Parker)', 86)"
391,MAN-SPIDER CLONE | M,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)"
392,MAN-SPIDER | MUTANT ,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)"
393,MAN-THING/THEODORE T,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)"
394,MANACLE/,"('Manacle (Earth-616)', 90)"
395,MANAT,"('Zamanathan Rambunazeth (Earth-616)', 90)"
396,MANBOT/BERNIE LACHEN,"('Bernie Lachenay (Earth-616)', 59)"
397,MANDARIN,"('Mandarin (Earth-616)', 90)"
398,"MANDARIN, JAMES","('Wolverine (James \\""Logan\\"" Howlett)', 86)"
399,MANDRILL/HENSLEY FAR,"('Daniel Kingsley (Earth-616)', 57)"
400,"MANELLI, DINO","('Dino Manelli (Earth-616)', 86)"
401,MANGLER/,"('Mangler (Daniels) (Earth-616)', 90)"
402,MANGOG,"('Mangog (Earth-616)', 90)"
403,"MANH, COY LEONG XUI","('Leong Coy Manh (Earth-616)', 84)"
404,"MANH, COY NGA","('Nguyen Ngoc Coy (Earth-616)', 86)"
405,"MANH, COY TRANH","('Nguyen Ngoc Coy (Earth-616)', 86)"
406,MANIKIN/DR. WHITMAN ,"('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)"
407,MANIPULATOR II,"('Shingen Harada II (Earth-616)', 86)"
408,MANIPULATOR/,"('Manipulator (Robot) (Earth-616)', 90)"
409,MANITOU,"('Gitche Manitou (Earth-616)', 90)"
410,"MANN, DR. J. VERNON ","('J. Vernon Mann (Earth-616)', 86)"
411,"MANNING, DR.","('Luther Manning (Earth-616)', 86)"
412,"MANNING, ERIKA","('Luther Manning (Earth-616)', 86)"
413,"MANNING, JANICE","('Janice Yanizeski (Earth-616)', 86)"
414,"MANOLIS, LT. NICK","('Nick Katzenberg (Earth-616)', 86)"
415,MANSLAUGHTER,"('Manslaughter (Earth-616)', 90)"
416,MANT/ERNEST,"('Ernest Carrothers (Earth-616)', 86)"
417,MANTA,"('Manta (Earth-616)', 90)"
418,MANTIS (SPACE PHANTO,"('Malachi (Space Phantom) (Earth-616)', 86)"
419,MANTIS/? BRANDT,"('Gustav Brandt (Earth-616)', 86)"
420,"MANTLO, BILL","('Beta Ray Bill (Earth-616)', 86)"
421,"MANTONE, JORGE","('Jorge Latham (Earth-616)', 86)"
422,MANX,"('Manx (Earth-616)', 90)"
423,MARAUD,"('Malice (Marauders) (Earth-616)', 90)"
424,MARAUDER,"('Malice (Marauders) (Earth-616)', 90)"
425,MARAUDER II,"('Shingen Harada II (Earth-616)', 86)"
426,"MARCEAUX, BELIZE","('Belize Marceaux (Earth-616)', 86)"
427,"MARCEAUX, THEOREN","('Belize Marceaux (Earth-616)', 86)"
428,MARCHALLA,"('Marshall Stone III (Earth-616)', 70)"
429,MARCHALLA II,"('Shingen Harada II (Earth-616)', 86)"
430,MARGOYLE,"('Margoyle (Earth-616)', 90)"
431,MARIK,"('Mariko Yashida (Earth-616)', 90)"
432,MARILLA [INHUMAN],"('Seeker (Inhuman) (Earth-616)', 86)"
433,"MARIN, DR.","('Marin (Earth-616)', 86)"
434,MARIONETTE/MARI,"('Mari (Rigellian) (Earth-616)', 86)"
435,MARISSA (OF GENE-TEC,"('Sir Percy of Scandia (Earth-616)', 86)"
436,MARISTA,"('Marista (Earth-616)', 90)"
437,MARITA,"('Marita (Earth-616)', 90)"
438,MARKED MAN,"('Marked Man (Earth-616)', 90)"
439,"MARKO, KURT","('Kurt Wagner (Earth-616)', 86)"
440,"MARKS, DR. SHIELA","('Shiela Whittier (Earth-616)', 86)"
441,"MARLES, DR. THOMAS","('Thomas Fireheart (Earth-616)', 86)"
442,"MARLEY, MITCH MADMAN","('Theodore Marley Brooks (Earth-616)', 86)"
443,"MARLOPOLIS, EDGAR","('John Edgar Hoover (Earth-616)', 86)"
444,"MARLOWE, STEVE","('Steve Jackson (Earth-616)', 86)"
445,"MARLOWE, STEVE JR.","('Jason Macendale Jr. (Earth-616)', 86)"
446,"MARRERO, ED","('Ed Marrero (Earth-616)', 86)"
447,MARRINA/MARRINA SMAL,"('Marrina Smallwood (Earth-616)', 70)"
448,MARROW/SARAH ,"('Marrow (Sarah) (Earth-616)', 86)"
449,"MARRS(-PAYNE), PHOEB","('Phoebe Marrs (Earth-616)', 64)"
450,"MARRS, DESMOND","('Phoebe Marrs (Earth-616)', 86)"
451,"MARSHALL, GRANT","('Gloria Grant (Earth-616)', 86)"
452,"MARTELL, SHIELD AGEN","('Laura Brown (SHIELD) (Earth-616)', 86)"
453,MARTHA,"('Martha Franklin (Earth-616)', 90)"
454,"MARTIN, ASHLEY","('Ashley Kafka (Earth-616)', 86)"
455,"MARTIN, TERI","('Martin Preston (Earth-616)', 86)"
456,"MARTINELLI, VINCENT ","('Vincent (Sisterhood of the Wasp) (Earth-616)', 86)"
457,MARTINEX,"('Martine Bancroft (Earth-616)', 80)"
458,"MARTINEZ, AKASHA","('Linette Martinez (Earth-616)', 86)"
459,"MARTINEZ, ALITHA","('Linette Martinez (Earth-616)', 86)"
460,"MARTINEZ, CARMELLO","('Linette Martinez (Earth-616)', 86)"
461,"MARTINEZ, ISADORA","('Linette Martinez (Earth-616)', 86)"
462,"MARTINEZ, LINETTE","('Linette Martinez (Earth-616)', 86)"
463,"MARTINEZ, MR.","('Mr. Raven (Earth-616)', 86)"
464,"MARTINEZ, MRS.","('Mrs. Jenks (Earth-616)', 86)"
465,MARTINS,"('Ricky Lambert Martinson (Earth-616)', 90)"
466,"MARTS, MR.","('Mr. Raven (Earth-616)', 86)"
467,MARVEL BOY III/ROBER,"('Warren Worthington III (Earth-616)', 86)"
468,MARVEL BOY VI,"('Pretty Boy (Earth-616)', 86)"
469,MARVEL BOY VII/DAVID,"('Thelius (Blue Marvel) (Earth-616)', 86)"
470,MARVEL BOY VIII/NOH-,"('Thelius (Blue Marvel) (Earth-616)', 86)"
471,MARVEL BOY/MARTIN BU,"('Thelius (Blue Marvel) (Earth-616)', 86)"
472,MARVEL GIRL DOPPELGA,"('Dead Girl (Moonbeam) (Earth-616)', 86)"
473,MARVEL GIRL II/VALER,"('Dead Girl (Moonbeam) (Earth-616)', 86)"
474,MARVEL GIRL/JEAN GRE,"('Dead Girl (Moonbeam) (Earth-616)', 86)"
475,MARVEL WOMAN | MUTAN,"('Old Woman (Red Right Hand) (Earth-616)', 86)"
476,MARX,"('Marx (Earth-616)', 90)"
477,"MARX, DR.","('Marx (Earth-616)', 86)"
478,MASKED MARAUDER/FRAN,"('Lightning (Masked Raider) (Earth-616)', 86)"
479,"MASON, JOHN","('John Jonah Jameson (Earth-616)', 86)"
480,"MASON, LOUISE","('Louise Grant (Earth-616)', 86)"
481,"MASON, WANDA","('Wanda Maximoff (Earth-616)', 86)"
482,MASQUE,"('Masque (Morlock) (Earth-616)', 90)"
483,MASTER ELO,"('Master Elo (Earth-616)', 90)"
484,MASTER FOUR,"('Master Order (Earth-616)', 86)"
485,MASTER KHAN/TYRONE K,"('George Tarleton (M.O.D.O.K. Superior) (Earth-616)', 86)"
486,MASTER LINK/WILLIS H,"('H. Warren Craddock (Skrull) (Earth-616)', 86)"
487,MASTER MAN II/ALEXAN,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)"
488,MASTER MAN/WILHELM L,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)"
489,MASTER MENACE/DR. EM,"('Master Man (Heroes Reborn) (Earth-616)', 86)"
490,MASTER MOLD,"('Master Mold (Earth-616)', 90)"
491,MASTER MOLD II,"('Master Order (Earth-616)', 86)"
492,MASTER MOLD III,"('Warren Worthington III (Earth-616)', 86)"
493,MASTER MONARCH/,"('Master Monarch (Earth-616)', 90)"
494,MASTER OF VENGEANCE,"('Sir Percy of Scandia (Earth-616)', 86)"
495,MASTER OM,"('Master Order (Earth-616)', 86)"
496,MASTER ORDER,"('Master Order (Earth-616)', 90)"
497,MASTER PANDEMONIUM/M,"('George Tarleton (M.O.D.O.K. Superior) (Earth-616)', 86)"
498,MASTER PROGRAMMER,"('Master Man (Heroes Reborn) (Earth-616)', 86)"
499,MASTER TWELVE,"('Master Order (Earth-616)', 86)"
0,MASTER/ESHU,"('Master Order (Earth-616)', 86)"
1,MASTERBLASTER/,"('Masterblaster (Earth-616)', 90)"
2,MASTERMIND II/BOWERS,"('Mastermind (Computer) (Earth-616)', 86)"
3,MASTERMIND III,"('Warren Worthington III (Earth-616)', 86)"
4,MASTERMIND IV/MARTIN,"('Mastermind (Computer) (Earth-616)', 86)"
5,MASTERMIND V,"('Mastermind (Computer) (Earth-616)', 86)"
6,MASTERMIND/JASON WYN,"('Jason Macendale Jr. (Earth-616)', 86)"
7,"MASTERS, ALICIA REIS","('Black Knight (Young Masters) (Earth-616)', 86)"
8,"MASTERS, DR. AUGUST","('Black Knight (Young Masters) (Earth-616)', 86)"
9,"MASTERSON, KEVIN","('Kevin Plunder (Earth-616)', 86)"
10,MASTIFF,"('William Hastings (Earth-616)', 64)"
11,"MASTIFF, MINNIE","('Minnie Floyd (Earth-616)', 86)"
12,MASTON-DAR,"('Maston-Dar (Earth-616)', 90)"
13,MATADOR/MANUEL ELOGA,"('Manuel Eloganto (Earth-616)', 59)"
14,MATHEMANIC/THOMAS SO,"('Thomas Philip Moreau (Earth-616)', 86)"
15,MAULER/BRENDAN DOYLE,"('Brendon Doyle (Earth-616)', 66)"
16,MAUVIUS,"('Mavis Benally (Earth-616)', 66)"
17,MAVERICK/CHRISTOPHER,"('Christopher Summers (Earth-616)', 86)"
18,MAX,"('Maximus (Earth-616)', 90)"
19,MAX II,"('Max Eisenhardt (Earth-616)', 86)"
20,"MAXIMOFF, DJANGO","('Wanda Maximoff (Earth-616)', 86)"
21,MAXIMUS [INHUMAN],"('Maximus Jensen (Earth-616)', 86)"
22,MAXOV,"('Maxov (Earth-616)', 90)"
23,"MAXWELL, DR. WILFRED","('Wilfred Maxwell (Earth-616)', 86)"
24,"MAXWELL, MORRIS","('Maxwell Dillon (Earth-616)', 86)"
25,MAXXAM,"('Wanda Maximoff (Earth-616)', 60)"
26,"MAYE, APRIL","('April Maye (Earth-616)', 86)"
27,MAYHEM/DET. BRIGID O,"('George Tarleton (M.O.D.O.K. Superior) (Earth-616)', 86)"
28,"MCBRIDE, BEATRICE","('Malcolm McBride (Earth-616)', 86)"
29,"MCBRIDE, MARTHA","('Martha Franklin (Earth-616)', 86)"
30,"MCCABE, LINDSAY","('Lindsay McCabe (Earth-616)', 86)"
31,"MCCABE, NINA","('Lindsay McCabe (Earth-616)', 86)"
32,"MCCALL, MEREDITH | T","('Meredith McCall (Earth-616)', 89)"
33,"MCCAMBRIDGE, MEGAN","('Malvin Umbridge (Earth-616)', 59)"
34,"MCCORMICK, BARRY","('Fiona McCormick (Earth-616)', 86)"
35,"MCCORMICK, FIONA","('Fiona Knoblach (Earth-616)', 86)"
36,"MCCOURT, ALLISON","('Allison McCourt (Earth-616)', 86)"
37,"MCCOY, EDNA ANDREWS","('Henry McCoy (Skrull) (Earth-616)', 86)"
38,"MCCOY, NORTON","('Henry McCoy (Earth-616)', 86)"
39,"MCCULLOUGH, DR. ANDR","('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)"
40,"MCDONNELL, OSCAR","('Oscar Clemons (Earth-616)', 86)"
41,"MCDOWELL, SCOTTY","('Scotty McDowell (Earth-616)', 86)"
42,"MCELROY, JAMES","('Wolverine (James \\""Logan\\"" Howlett)', 86)"
43,"MCGIVENEY, BULL","('Bull McGiveney (Earth-616)', 86)"
44,"MCGRILL, MARY","('Mary Jane Watson (Earth-616)', 86)"
45,"MCHELE, JEREMY","('Jeremy Clarke (Earth-616)', 86)"
46,"MCKEEVER, TINY","('Sean McKeever (Earth-616)', 86)"
47,"MCKENNA-DRAKE, MARLE","(""Cappy (Marla Drake's Doorman) (Earth-616)"", 86)"
48,"MCKENZIE, LEON","('Namor McKenzie (Earth-616)', 86)"
49,"MCKENZIE, LEONARD","('Leonard McKenzie (Earth-616)', 86)"
50,"MCKENZIE, LYDIA","('Namor McKenzie (Earth-616)', 86)"
51,"MCKENZIE, SCARLETT","('Leonard McKenzie (Earth-616)', 86)"
52,"MCKNIGHT, BOB","('Bob (Hydra Agent) (Earth-616)', 86)"
53,"MCLAREN, MEGAN","('Megan Gwynn (Earth-616)', 86)"
54,MCLEISH,"('Roddy McLeish (Earth-616)', 90)"
55,"MCMURRAY, YVONNE","('Dennis Murray (Earth-616)', 50)"
56,"MCNAIR, TAD","('Tad Carter (Earth-616)', 86)"
57,"MCPHAIL, NATALIE","('Natalie Turner (Earth-616)', 86)"
58,"MCPHEE, LOUIE","('Lippy Louie (Earth-616)', 86)"
59,"MCPHERSON, LING","('Mindy McPherson (Earth-616)', 86)"
60,"MCSHANE, PATRICK","('Michael van Patrick (Patrick) (Earth-616)', 86)"
61,"MEACHUM, HAROLD","('Harold Osborn (Earth-616)', 86)"
62,"MEACHUM, JOY","('Joy Mercado (Earth-616)', 86)"
63,"MEACHUM, WARD","('Terrance Ward (Earth-616)', 86)"
64,"MEAGHER, TYLER","('Tyler Meagher (Earth-616)', 86)"
65,MEANY,"('Megan Gwynn (Earth-616)', 72)"
66,MEATMARKET,"('Meat Market (Earth-616)', 81)"
67,MECHADOOM,"('Mechadoom (Earth-616)', 90)"
68,MECHAMAGE/,"('Mechamage (Earth-616)', 90)"
69,MEDEA,"('Medea (Earth-616)', 90)"
70,"MEDINA, ANALISA MARI","('Analisa Medina (Earth-616)', 81)"
71,MEDUSA II,"('Shingen Harada II (Earth-616)', 86)"
72,MEDUSA | MUTANT X-VE,"('Headhunter (Mutant) (Earth-616)', 86)"
73,MEDUSA/MEDUSALITH AM,"('Medusalith Amaquelin (Earth-616)', 86)"
74,MEEK,"('Ambrose Meek (Earth-616)', 90)"
75,"MEER, MAX","('Max Eisenhardt (Earth-616)', 86)"
76,MEGA MAX/,"('Max Eisenhardt (Earth-616)', 86)"
77,MEGATAK,"('Megataur (Earth-616)', 77)"
78,MEGGAN,"('Meggan Puceanu (Earth-616)', 90)"
79,MEGGAN 2013,"('Meggan Puceanu (Earth-616)', 86)"
80,"MELLACE, LUCY SANTIN","('Lucy (Mutant) (Earth-616)', 52)"
81,"MELLACE, TONY","('Iron Man (Anthony \\""Tony\\"" Stark)', 86)"
82,MELLENCAMP,"('Seamus Mellencamp (Earth-616)', 90)"
83,MELONIE,"('Melanie Killgrave (Earth-616)', 77)"
84,MELTER II/BRUNO HORG,"('Seeker II (Inhuman) (Earth-616)', 86)"
85,MELTER/BRUNO HORGAN,"('Bruno Horgan (Heroes Reborn) (Earth-616)', 86)"
86,"MELTON, LORRIE","('Lorrie Melton (Earth-616)', 86)"
87,MEMBRAIN/,"('Membrain (Earth-616)', 90)"
88,MEME,"('MeMe (Mutant) (Earth-616)', 90)"
89,"MENDELSON, DR. MACK","('Mack Mendelson (Earth-616)', 86)"
90,MENDICUS,"('Mendicus (Earth-616)', 90)"
91,"MENDOSA, EMILIO","('Emilio Layton (Earth-616)', 86)"
92,"MENGOCHAUZERAUS, GRI","('Mime', 64)"
93,"MENGOCHAUZERAUS, STA","('Minotaurus (Earth-616)', 54)"
94,"MENKEN, DONALD L.","('Donald Pierce (Earth-616)', 86)"
95,"MENNINGER, CLARA","('Clara Menninger (Earth-616)', 86)"
96,MENTALLO,"('Metalloid (Earth-616)', 79)"
97,MENTOR II,"('Mentor (Imperial Guard) (Earth-616)', 86)"
98,MENTOR/ALARS [ETERNA,"('Mentor (Imperial Guard) (Earth-616)', 86)"
99,MENTUS,"('Mentus (Earth-616)', 90)"
